symbol	n	sources	ngc	cosm1	cancermine	cacao	germ	driver	cos_fu	hmf_fu	tumorsuppressor	oncogene	fusion	tier1
E2F3	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
EBF1	5	TEMPUS|NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
ECT2L	4	TEMPUS|NGC_known|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
EED	8	TS500|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
EGF	2	TEMPUS|cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0.25	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
EGFL7	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
EGFR	17	predispose|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	TRUE	0.20512820512820512	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
EGR1	3	cancermine|oncokb|msk_heme	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
EIF1AX	7	PMCC|TS500|NGC_known|NGC_other|oncokb|msk_impact|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
EIF3E	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
EIF4A2	7	AZ300|TS500|NGC_known|oncokb|msk_impact|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
EIF4E	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ELANE	1	predispose	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ELF3	7	AZ300|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
ELF4	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ELK4	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
ELL	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
ELN	3	NGC_known|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
ELOC	2	TS500|NGC_other	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
EML4	5	TS500|NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
EMP3	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
EMSY	4	PMCC|TS500|TEMPUS|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ENG	2	predispose|TEMPUS	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
EP300	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
EP400	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
EPAS1	4	NGC_known|oncokb|msk_impact|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
EPCAM	6	predispose|TS500|TEMPUS|familial_cancer|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
EPHA2	2	TEMPUS|cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
EPHA3	11	AZ300|PMCC|TS500|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
EPHA5	8	PMCC|TS500|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
EPHA7	11	PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
EPHB1	8	PMCC|TS500|TEMPUS|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
EPHB2	2	TEMPUS|cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
EPOR	2	TEMPUS|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
EPS15	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
ERBB2	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0.16666666666666666	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
ERBB3	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0.3333333333333333	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
ERBB4	15	predispose|AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	TRUE	0	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
ERC1	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
ERCC1	5	predispose|AZ300|PMCC|TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ERCC2	12	predispose|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|oncokb|msk_impact|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
ERCC3	8	predispose|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
ERCC4	8	predispose|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
ERCC5	7	predispose|TS500|TEMPUS|familial_cancer|oncokb|msk_impact|cosmic1	FALSE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
ERF	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ERG	13	PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0.25	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
ERRFI1	7	AZ300|PMCC|TS500|TEMPUS|oncokb|msk_impact|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ESCO2	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ESR1	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0.5	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
ETNK1	4	NGC_known|oncokb|msk_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
ETS1	4	TS500|TEMPUS|cancermine|foundation_one_heme	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
ETV1	9	TS500|TEMPUS|NGC_known|oncokb|msk_impact|foundation_one|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
ETV4	8	TS500|TEMPUS|NGC_known|oncokb|foundation_one|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
ETV5	7	TS500|TEMPUS|NGC_known|foundation_one|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
ETV6	13	predispose|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	TRUE	0	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
EWSR1	9	PMCC|TS500|TEMPUS|NGC_known|cancermine|oncokb|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0.5	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
EXT1	4	predispose|familial_cancer|NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
EXT2	4	predispose|familial_cancer|NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
EZH1	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
EZH2	16	predispose|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	TRUE	0.125	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
EZR	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
FAH	1	predispose	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FAM131B	3	NGC_known|cosmic2|hmf	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
FAM135B	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FAM175A	3	AZ300|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FAM46C	7	NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FAM47C	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FAM58A	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FANCA	13	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FANCB	3	predispose|TEMPUS|familial_cancer	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FANCC	12	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FANCD2	11	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FANCE	9	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FANCF	9	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FANCG	9	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FANCI	4	predispose|TS500|TEMPUS|familial_cancer	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FANCL	7	predispose|PMCC|TS500|TEMPUS|familial_cancer|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FANCM	3	predispose|TEMPUS|familial_cancer	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FAS	10	PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FASN	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FAT1	11	predispose|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FAT3	3	NGC_known|NGC_other|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FAT4	3	NGC_known|NGC_other|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FBLN2	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FBXO11	7	TEMPUS|NGC_known|NGC_other|oncokb|msk_heme|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FBXW7	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0.16666666666666666	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FCGR2B	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
FCRL4	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
FEN1	3	predispose|NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FES	2	NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FEV	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
FGF1	3	AZ300|TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FGF10	6	AZ300|PMCC|TS500|TEMPUS|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FGF14	6	AZ300|PMCC|TS500|TEMPUS|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FGF19	9	AZ300|PMCC|TS500|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	TRUE	FALSE	FALSE	0.5	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FGF2	3	AZ300|TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FGF23	6	AZ300|PMCC|TS500|TEMPUS|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FGF3	9	AZ300|PMCC|TS500|TEMPUS|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FGF4	9	AZ300|PMCC|TS500|TEMPUS|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FGF5	3	AZ300|TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FGF6	6	AZ300|PMCC|TS500|TEMPUS|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FGF7	3	AZ300|TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FGF8	3	AZ300|TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FGF9	3	AZ300|TS500|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FGFR1	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0.5	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
FGFR1OP	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
FGFR2	15	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
FGFR3	15	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
FGFR4	11	AZ300|PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FH	10	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|foundation_one|cosmic1	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FHIT	6	TEMPUS|NGC_known|cancermine|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FIP1L1	3	NGC_known|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
FKBP9	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FLCN	13	predispose|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
FLG	2	TEMPUS|NGC_other	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FLI1	5	TS500|NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
FLNA	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FLT1	8	PMCC|TS500|TEMPUS|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FLT3	15	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0.6666666666666666	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
FLT4	10	PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FNBP1	3	NGC_known|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
FOS	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FOXA1	8	AZ300|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FOXA2	2	AZ300|NGC_other	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FOXL2	12	AZ300|PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FOXM1	2	PMCC|cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FOXO1	11	PMCC|TS500|TEMPUS|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FOXO3	6	TEMPUS|NGC_known|cancermine|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
FOXO4	4	NGC_known|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
FOXP1	11	PMCC|TS500|TEMPUS|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
FOXP3	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
FOXQ1	2	TEMPUS|NGC_other	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FOXR1	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
FRS2	6	AZ300|PMCC|TS500|TEMPUS|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FSTL3	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
FTO	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FUBP1	10	PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|foundation_one|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
FURIN	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
FUS	5	NGC_known|cancermine|foundation_one_heme|cosmic1|hmf	TRUE	TRUE	TRUE	FALSE	FALSE	0	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
